1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,4
1.80,5
1.80,5
1.80,5
1.80,4
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,4
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,4
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,4
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,4
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,4
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,4
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,4
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,4
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,4
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,4
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,4
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
1.80,5
